event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Vrubivka village,Luhansk,48.743142,38.375245,1,"98 people were evacuated from the Luhansk region yesterday, enemy shelling continues along the entire front line in the Donetsk region",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,LPR controlled territory,Luhansk,48.210000,39.330000,2,"APU lost 36 people in battles in the LPR in a day, eight surrendered - People's Militia",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Yasinovataya town,Donetsk,48.120944,37.872544,2,"Five people were killed , 20 were injured as a result of shelling by the Armed Forces of Ukraine, the DPR reported",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Lysychansk town,Luhansk,48.904210,38.440940,1,"In Severodonetsk, the invaders fired at Azot",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,1,"In the Donetsk and Luhansk regions, nine people were killed and 13 more injured due to enemy shelling in a day",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Petrovskyi town,Donetsk,47.945420,37.617341,3,"TASS: A WOMAN DIE AS A RESULT OF FIRE BY THE UKRAINIAN ARMY IN THE PETROVSKY DISTRICT OF DONETSK - DPR DPR DEFENSE HEADQUARTERS;A woman was killed in the shelling of the Armed Forces of Ukraine in the Petrovsky district of Donetsk , the DPR reported;Ukrainian troops fired more than 460 shells at DPR per day - Basurin;Two women were wounded in the DPR as a result of shelling from the Ukrainian side, reported in Donetsk;A man died in the Petrovsky district of Donetsk due to shelling by the Armed F",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Izyum raion,Kharkiv,49.166670,37.416670,2,"In Kharkiv region, in connection with attempts to attack the Armed Forces of Ukraine, the enemy intensifies shelling of residential areas - OVA",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha town,Donetsk,47.595000,37.482500,2,Two people died in Volnovakha as a result of the shelling of the Armed Forces of Ukraine - Headquarters of the DPR Territorial Defense,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Makiivka City municipality,Makiivka town,Donetsk,48.049822,37.969032,2,Investigative Committee of the Russian Federation investigates the circumstances of the shelling of Donetsk and other cities of the DPR;Two people in Makiivka died as a result of the shelling of the Armed Forces of Ukraine - Headquarters of the DPR Territorial Defense,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,2,The Armed Forces of Ukraine lost more than 300 nationalists during the liberation of Svyatogorsk Russian Armed Forces - Russian Defense Ministry;Rusyns'kyj Vadym Vadymovych;Nechaj Volodymyr Olehovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,"Three civilians, in particular a child, died in Luhansk region due to enemy shelling in a day;There is a concentration of hostilities in Severodonetsk now, the enemy is suffering huge losses - Gaidai",UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,3,Jatsjuta Serhij Serhijovych;Hovorov Serhij Oleksandrovych;Chubar' Mykhajlo Petrovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Ivasivka Vitaly Oleksandrovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Nechay Volodymyr Olegovich;Jakovenko Andrij Volodymyrovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,1,In memory of border guard Vadym Rusynskyi,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,"Jordan Gatley, Oleksandr Dmytrovych Bratslavsky",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,5,Cherkaljuk Dmytro Ivanovych;Bodnar Dmytro Mykolajovych;Zalitok Nazar Vasyl'ovych;Vovk Mykola Serhijovych;Sizov Anatolij Fedorovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,,Zaporizhzhya oblast,Zaporizhia,47.839720,35.140570,1,Ruslan Ivanovich Gamarovsky,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Hook Bani Andre Lewis,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Kramatorsk town,Donetsk,48.716667,37.533333,2,Fedchenko Viktor Borysovych;Pavlenko Oleksandr Volodymyrovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,2,Jatskov Oleksij Ivanovych;Feshchenko Oleksandr Volodymyrovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Kramatorsk raion,Donetsk,48.766929,37.517175,1,Denysjuk Serhij Volodymyrovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Berestove village,Donetsk,48.758291,38.247240,1,Bereha Oleksandr Ivanovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bilohorivka village,Donetsk,48.735110,38.211820,2,Masevych Jurij Ivanovych;Bojmistruk Viktor Jurijovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,2,Herych Vasyl' Ivanovych;Brynzans'kyj Ihor Leonidovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Myronivka village,Donetsk,48.483940,38.248100,2,Olijnyk Jaroslav Oleksijovych;Prymachenko Volodymyr Vasyl'ovych;Volodymyr Vasyliovych Primachenko,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Panchuk Jurij Ruslanovych,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Petrovskyi town,Donetsk,47.945420,37.617341,1,A civilian in Donetsk died as a result of the shelling of the Armed Forces of Ukraine - Headquarters of the DPR Territorial Defense,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Balakliya town,Kharkiv,49.463017,36.857435,1,"98 people were evacuated from the Luhansk region yesterday, enemy shelling continues along the entire front line in the Donetsk region;In Kharkiv region, in connection with attempts to attack the Armed Forces of Ukraine, the enemy intensifies shelling of residential areas - OVA;In Dergachi near Kharkov, one person was killed and one wounded due to shelling - State Emergency Service",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Chuhuiv raion,Kharkiv,49.783200,36.756900,1,"In Kharkiv region, in connection with attempts to attack the Armed Forces of Ukraine, the enemy intensifies shelling of residential areas - OVA;98 people were evacuated from the Luhansk region yesterday, enemy shelling continues along the entire front line in the Donetsk region;In Dergachi near Kharkov, one person was killed and one wounded due to shelling - State Emergency Service",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,LPR controlled territory,Luhansk,48.210000,39.330000,2,"Losses of the Armed Forces of Ukraine in battles with the forces of the LPR per day amounted to 41 people, reported in the republic",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Dovhenke village,Kharkiv,49.019236,37.321527,2,"Armed Forces of Ukraine keep control in Severodonetsk - General Staff;Russian troops shelled Metalist stadium in Kharkiv, two dead and ten wounded in the region - OVA",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,5,Five DPR servicemen died in battles with Ukrainian Armed Forces over the past 24 hours - Basurin,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,,Kharkiv oblast,Kharkiv,49.500000,36.500000,1,"98 people were evacuated from the Luhansk region yesterday, enemy shelling continues along the entire front line in the Donetsk region;In Dergachi near Kharkov, one person was killed and one wounded due to shelling - State Emergency Service",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,4,"Ukraine Update: Ukraine's strategy in Severodonetsk coming into clearer view;Half of Severodonetsk is controlled by the Ukrainian army, the invaders suffered heavy losses - Gaidai;Most of the civilians from the industrial zone of Severodonetsk are planned to be withdrawn in two days;Belarus plans to increase the number of its armed forces to 80 thousand people - General Staff;APU has already destroyed about 32,150 Russian invaders - General Staff;The invaders brought all the reserves to the Luha",UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,1,Kuz'mjuk Ihor,UCDP GED v25.1
2022-06-05,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Berestove village,Donetsk,48.758291,38.247240,1,He was considered missing for a year and a half: a 19-year-old military man will be buried in Prykarpattia,UCDP GED v25.1
2022-06-06,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Donetsk oblast,Kramatorsk raion,Sosnove village,Donetsk,49.073372,37.549618,2,"In the liberated settlements of the Donetsk region, the bodies of 12 civilians were found killed in a day",UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Toshkivka village,Luhansk,48.779061,38.563190,1,About awarding the title of Hero of Ukraine (mortal),UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,34,"20 civilians killed , 22 wounded in Ukraine over past 24 hours;Russians killed six more residents of Donetsk region in a day;Bodies of five killed children exhumed in deoccupied Liman;78 bodies exhumed in liberated Svyatogorsk and Liman",UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,1,Two More Georgian Fighters Killed in Ukraine;Hryholija Heorhij,UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,Five DPR servicemen died in battles with Ukrainian Armed Forces over the past 24 hours - Basurin,UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,2,The DPR reported that the death toll during shelling by the Ukrainian Armed Forces increased to seven,UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Petrovskyi town,Donetsk,47.945420,37.617341,3,One civilian was killed as a result of the shelling of the Armed Forces of Ukraine in Donetsk - Headquarters of the DPR Territorial Defense;Armed Forces of Ukraine shelled the Kyiv district of Donetsk from artillery;Number of Donetsk residents killed in Ukrainian shelling on Monday rises to three - mayor,UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,"President: If you leave Severodonetsk, then when you try to return , the losses will be much greater;In memory of the senior soldier, Hero of Ukraine Serhii Zherzhevskyi;Serhiy Oleksandrovich Zherzhevsky",UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Invaders inflicted 21 strikes on Donetsk region in a day - police,UCDP GED v25.1
2022-06-06,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,1,"10 civilians killed in DPR, 17 wounded in 24 hours - territorial defense headquarters",UCDP GED v25.1
